brand,family,nickname,model_full,com_1,com_2,com_3,安装方式,支架,power,语言,防爆等级,安全栅,信号协议
FAB,FAB330,3306,FAB3306DREX1EP05A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1CA05A,RTU_2,CAT,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX1NT05A,RTU_2,RJ45,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,RS485
FAB,FAB330,3306,FAB3306DREX10001D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1AG01D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1TP01D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1DP01D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1PN01D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1EP01D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1CA01D,RTU_2,CAT,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1NT01D,RTU_2,RJ45,1,隔爆,0,DC24V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX10001A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1AG01A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1TP01A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1DP01A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1PN01A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1EP01A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1CA01A,RTU_2,CAT,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX1NT01A,RTU_2,RJ45,1,隔爆,0,AC220V,中文|英文,IICT6,MTL,RS485
FAB,FAB330,3306,FAB3306DREX10010D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1AG10D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1TP10D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1DP10D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1PN10D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1EP10D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1CA10D,RTU_2,CAT,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1NT10D,RTU_2,RJ45,1,隔爆,0,DC24V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX10010A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1AG10A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1TP10A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1DP10A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1PN10A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1EP10A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1CA10A,RTU_2,CAT,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB330,3306,FAB3306DREX1NT10A,RTU_2,RJ45,1,隔爆,0,AC220V,中文|英文,IICT6,110-10,RS485
FAB,FAB331,331,FAB331EX10000D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1AG00D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1TP00D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1DP00D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1PN00D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1EP00D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX10005D,RTU_2,0,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1AG05D,RTU_2,ANALOG,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1TP05D,RTU_2,TCP,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1DP05D,RTU_2,DP,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1PN05D,RTU_2,PROFINET,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1EP05D,RTU_2,IP,1,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX10000A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1AG00A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1TP00A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1DP00A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1PN00A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX1EP00A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX10005A,RTU_2,0,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1AG05A,RTU_2,ANALOG,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1TP05A,RTU_2,TCP,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1DP05A,RTU_2,DP,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1PN05A,RTU_2,PROFINET,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX1EP05A,RTU_2,IP,1,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX40000D,RTU_2,0,4,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4TP00D,RTU_2,TCP,4,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4DP00D,RTU_2,DP,4,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4PN00D,RTU_2,PROFINET,4,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4EP00D,RTU_2,IP,4,隔爆,0,DC24V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX40005D,RTU_2,0,4,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4TP05D,RTU_2,TCP,4,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4DP05D,RTU_2,DP,4,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4PN05D,RTU_2,PROFINET,4,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4EP05D,RTU_2,IP,4,隔爆,0,DC24V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX40000A,RTU_2,0,4,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4TP00A,RTU_2,TCP,4,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4DP00A,RTU_2,DP,4,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4PN00A,RTU_2,PROFINET,4,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX4EP00A,RTU_2,IP,4,隔爆,0,AC220V,中文|英文,IICT6,0,A
FAB,FAB331,331,FAB331EX40005A,RTU_2,0,4,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4TP05A,RTU_2,TCP,4,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4DP05A,RTU_2,DP,4,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4PN05A,RTU_2,PROFINET,4,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB331,331,FAB331EX4EP05A,RTU_2,IP,4,隔爆,0,AC220V,中文|英文,IICT6,110-5,A
FAB,FAB320,320,FAB320PL10000D,RTU_1,0,0,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB320,320,FAB320PL1AG00D,ANALOG,0,0,面板式,0,DC24V,中文|英文,0,0,A
FAB,FAB520,520,FAB520P0111A,RTU_2,0,灌装版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0211A,RTU_2,ANALOG,灌装版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0121A,RTU_2,0,灌装版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0221A,RTU_2,ANALOG,灌装版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0112A,RTU_2,0,配料版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0212A,RTU_2,ANALOG,配料版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0122A,RTU_2,0,配料版,面板式,0,AC220V,0,0,0,A
FAB,FAB520,520,FAB520P0222A,RTU_2,ANALOG,配料版,面板式,0,AC220V,0,0,0,A
